"Event ID","Title","Description","Start Date","End Date","Start Time","End Time","Setup","Teardown","Location","Library Branch","Event Organizer","Presenter","Audiences","Categories","Publishing Status","Internal Tags","Event Note","Registration Required","In-Person Seats","Online Seats","Confirmed Registrations","Waiting-List Registrations","Cancelled Registrations","Anticipated Attendance","Actual Attendance (In Person)","Actual Attendance (Online)","Confirmed Attendance","Event URL"
"11536992","Baby Storytime","A half-hour of baby focused play with several activities modeled for you to repeat at home. The activities are deigned to help baby create connections mentally, physically, and emotionally to their world. This program is designed for babies who aren’t walking yet. Caregivers are encouraged to bring a blanket or mat for baby lay on comfortably.","2024-01-02","2024-01-02","09:15","09:45","","","Meeting Room","Rocky Bluff Branch Library","Kaitlynn Bosley","","Babies (0-18 months)","Literacy > Storytimes","Published","Free","","No","0","0","0","0","0","0","0","","0","https://manateelibrary.libcal.com/event/11536992"
"11503013","Yoga with Manching","Bring a mat, 2 blocks, and wear clothes you can stretch and move in. All levels welcome. Taught by Manching Tom, certified yoga teacher. ","2024-01-02","2024-01-02","09:15","10:15","","","Auditorium","Palmetto Branch Library","Chelsea B. - Manatee County Public Library","Manching Tom","Adults (18+)","Health/Fitness/Wellness","Published","Friends-funded","","Yes","25","0","25","0","4","0","18","","0","https://manateelibrary.libcal.com/event/11503013"
"11553147","Family Storytime","Calling all Families for creative play and interactive fun.","2024-01-02","2024-01-02","10:00","11:00","","","Meeting Room","Island Branch Library","Sylva Osbourne- Manatee County Public Library System","","Babies (0-18 months), Preschool (3-5 years), Children (4-7 years), Families, Toddlers (18 months-3 years)","Literacy > Storytimes","Published","Free","","No","0","0","0","0","0","0","8","","0","https://manateelibrary.libcal.com/event/11553147"
"11537019","Toddler Storytime","Join Ms. Jenn for a magical journey through beloved stories followed by engaging activities designed to spark creativity and imagination in our youngest adventurers. From colorful crafts to interactive play, toddlers will delight in a fun-filled experience that fosters learning, laughter, and the joy of storytelling! 
","2024-01-02","2024-01-02","10:00","10:45","","","Meeting Room","Rocky Bluff Branch Library","Jenn L-Manatee","","Toddlers (18 months-3 years)","Literacy > Storytimes","Published","Free","","No","0","0","0","0","0","0","17","","0","https://manateelibrary.libcal.com/event/11537019"
"11503038","Yoga with Manching","Bring a mat, 2 blocks, and wear clothes you can stretch and move in. All levels welcome. Taught by Manching Tom, certified yoga teacher. ","2024-01-02","2024-01-02","10:30","11:30","","","Auditorium","Palmetto Branch Library","Chelsea B. - Manatee County Public Library","Manching Tom","Adults (18+)","Health/Fitness/Wellness","Published","Friends-funded","","Yes","25","0","21","0","4","0","17","","0","https://manateelibrary.libcal.com/event/11503038"
"11763541","One-on-One Tech Help (English)","One-on-One tech assistance: Androids, iPhones, tablets, laptops, e-books/audiobooks, and more. NOTE: We cannot repair devices and cannot fill out forms for patrons.","2024-01-02","2024-01-02","11:00","11:30","","","","Braden River Branch Library","Susan Hustwit","","Adults (18+)","Technology > One-on-One Help ","Published","Free","","Yes","1","0","0","0","0","0","0","","0","https://manateelibrary.libcal.com/event/11763541"
"11537056","Mah Jongg","If you want to play Mah Jongg, the library is a place you can go for that! On Tuesdays from 11:30 am to 1:30 pm there is Mah Jongg. Take the time and mark Tuesday on your calendar and come out and meet new people and play Mah Jongg.  

Players are encouraged to wear masks. 

Sponsored by the Friends of Rocky Bluff Library.

*Mah Jongg instruction is not being offered at this time. This program is intended for those who already know how to play. Audience 18+.","2024-01-02","2024-01-02","11:30","13:30","","","Meeting Room","Rocky Bluff Branch Library","Jessica Franklin- Manatee County Public Library System","","Adults (18+)","Fun & Games, Sponsored by the Friends of the Library","Published","Free","","No","0","0","0","0","0","0","14","","0","https://manateelibrary.libcal.com/event/11537056"
"11552277","Mahjong for Experienced Players","Mah Jongg Club for experienced players. This program is intended for those who already know how to play. ","2024-01-02","2024-01-02","11:30","13:30","","","Meeting Room","Island Branch Library","Aaron Drake","","Adults (18+)","Fun & Games","Published","Free","","No","0","0","0","0","0","0","8","","0","https://manateelibrary.libcal.com/event/11552277"
"11763564","One-on-One Tech Help (English)","One-on-One tech assistance: Androids, iPhones, tablets, laptops, e-books/audiobooks, and more. NOTE: We cannot repair devices and cannot fill out forms for patrons.","2024-01-02","2024-01-02","12:00","12:30","","","","Braden River Branch Library","Susan Hustwit","","Adults (18+)","Technology > One-on-One Help ","Published","Free","","Yes","1","0","1","0","0","0","0","","0","https://manateelibrary.libcal.com/event/11763564"
"11675884","Meditation: Path to Inner Peace","Come join us in this introductory workshop to explore the basics of mindfulness meditation:  Its theory and practice as well as its physical, mental and spiritual benefits.  All levels are welcome.  Taught by Manching Tom, certified Meditation Teacher.  Registration is required.  

Consider bringing a cushion or pillow for additional support in your chair.  This is optional.

***Waiver Forms will be available and must be completed for this workshop.","2024-01-02","2024-01-02","14:30","15:30","","","Auditorium","Palmetto Branch Library","Chelsea B. - Manatee County Public Library","Manching Tom","Adults (18+)","Health/Fitness/Wellness","Published","Friends-funded","","Yes","35","0","34","0","4","0","31","","0","https://manateelibrary.libcal.com/event/11675884"
"11537128","Rocky Bluff Library Pinochle","Stop by the Rocky Bluff Library for a friendly game of Pinochle. All experience levels are welcome to join. If you don't know how to play, come and learn!

About Pinochle: Pinochle, also called pinocle or penuchle, is a trick-taking, Ace-Ten card game typically for two to four players and played with a 48-card deck. It is derived from the card game bezique; players score points by trick-taking and also by forming combinations of cards into melds. Wikipedia","2024-01-02","2024-01-02","15:00","16:30","","","Meeting Room","Rocky Bluff Branch Library","Jessica Franklin- Manatee County Public Library System","","Adults (18+)","Fun & Games, Sponsored by the Friends of the Library","Published","Friends-funded","","No","0","0","0","0","0","0","15","","0","https://manateelibrary.libcal.com/event/11537128"
"11556975","Bingo","Join us every 1st Tuesday of the month for a round of BINGO! Make new friends, win prizes, and have FUN!","2024-01-02","2024-01-02","18:00","19:00","","","Meeting Room","South Manatee Branch Library","David Breakfield, South Manatee Library Supervisor","","Adults (18+)","Fun & Games","Published","Free","","No","0","0","0","0","0","0","4","","0","https://manateelibrary.libcal.com/event/11556975"
"11535092","Alzheimer's Association Caregiver Support Group","Join us at Rocky Bluff Branch Library on the first Wednesday of each month. Alzheimer's Association support groups are conducted by trained facilitators. These meetings are a safe place to develop a support system, exchange practical information on challenges and possible solutions, talk through issues and ways of coping, share feelings, needs, and concerns, and learn about community resources. 

To register, call 800-272-3900.","2024-01-03","2024-01-03","10:00","11:30","","","Meeting Room","Rocky Bluff Branch Library","Jessica Franklin- Manatee County Public Library System","","Adults (18+), Seniors (55+)","Health/Fitness/Wellness","Published","Free","","No","0","0","0","0","0","0","7","","0","https://manateelibrary.libcal.com/event/11535092"
"11720712","Chair Yoga","","2024-01-03","2024-01-03","10:00","11:00","","","Auditorium","Central Library","Jyna Johnson","Donna Laughlin","Adults (18+)","Health/Fitness/Wellness","Published","County-funded, Friends-funded","","Yes","15","0","13","0","3","0","13","","0","https://manateelibrary.libcal.com/event/11720712"
"11504887","Family Storytime","Join us for a fun-filled hour of stories, music, dancing, and crafts! No registration required.","2024-01-03","2024-01-03","10:00","11:00","","","Auditorium","Palmetto Branch Library","Keelia M - Manatee County Public Library System","","Babies (0-18 months), Preschool (3-5 years), Families","Literacy > Storytimes","Published","Free","","No","0","0","0","0","0","0","47","","0","https://manateelibrary.libcal.com/event/11504887"
"11519220","Gentle Yoga with Manching","Bring a mat, 2 blocks, and clothes you can stretch and move in. Explore basic yoga movements to develop strength, flexibility and balance in supporting your journey to mind-body health and wellness. All levels welcome. Taught by Manching Tom, certified Yoga Instructor.  Sponsored by the Friends of Braden River Library. Waiver Forms will be available and must be completed once by each new participant before the class. ","2024-01-03","2024-01-03","10:00","11:00","","","Meeting Room 205 (West Wing)","Braden River Branch Library","Susan Hustwit","Manching Tom","Adults (18+)","Health/Fitness/Wellness","Published","Friends-funded","","Yes","20","0","20","2","2","0","16","","0","https://manateelibrary.libcal.com/event/11519220"
"11530954","Toddler Storytime","Join Miss Chris for stories and fun! 

Limited to 40 children","2024-01-03","2024-01-03","10:15","11:00","","","Meeting Room 102","Braden River Branch Library","Chris Culp","","Toddlers (18 months-3 years)","Literacy > Storytimes","Published","","","No","0","0","0","0","0","0","42","","0","https://manateelibrary.libcal.com/event/11530954"
"11556391","Wiggle Worms Storytime (BABIES TO 5 YEARS)","Bring your little one to Wiggle Worms Family Storytime every Wednesday of every month. This fun and interactive story-time will have you and your little one reading, singing, and learning.","2024-01-03","2024-01-03","11:00","11:45","","","Meeting Room","South Manatee Branch Library","Camara Bragdon","","Babies (0-18 months), Preschool (3-5 years)","Literacy > Storytimes","Published","Free","","No","0","0","0","0","0","0","14","","0","https://manateelibrary.libcal.com/event/11556391"
"11434657","70s Aerobics","Get your disco groove on with this exciting aerobics class!","2024-01-03","2024-01-03","11:30","12:30","","","Auditorium","Central Library","Jyna Johnson","Carol Klein","Adults (18+)","Health/Fitness/Wellness","Published","County-funded","","Yes","20","0","19","0","5","0","20","","0","https://manateelibrary.libcal.com/event/11434657"
"11521002","Makerspace Adult Drop-in","This is your time in our makerspace to use Cricut, sewing machines, 3D printers and more!","2024-01-03","2024-01-03","13:00","15:00","","","Studio 70","Braden River Branch Library","Susan Hustwit","","Adults (18+)","Crafts, Makerspace","Published","Free","","No","0","0","0","0","0","0","2","","0","https://manateelibrary.libcal.com/event/11521002"
"11699019","Meditation to De-Stress","The program is for anyone interested in learning to meditate.  It is geared to beginners, however, experienced meditators are welcomed to join and share their experience.



The class is designed to be ongoing and you do not have to attend the first class to participate.  It is non-denominational and meditations are done in silence.



The scope of the program will be mindfulness meditation--a method that is popular and easy to learn.  The instructor, Jim Angerame, is an experienced meditator who has taught the program for a number of years.

","2024-01-03","2024-01-03","13:00","14:00","12:30","14:30","Meeting Room","South Manatee Branch Library","David Breakfield, South Manatee Library Supervisor","","Adults (18+), Seniors (55+)","Health/Fitness/Wellness","Published","","","Yes","25","0","24","0","7","0","23","","0","https://manateelibrary.libcal.com/event/11699019"
"11544766","One-on-One Tech Help (English & Español) (Ayuda Tecnica Personalizada)","One-on-One tech assistance: androids, iPhones, tablets, laptops, e-books/audiobooks, and more. NOTE: We cannot repair devices and cannot fill out forms for patrons.

Ayuda tecnica personalizada para computadoras, telefonos moviles, y mas! Nota: No podemos reparar dispositivos y no podemos completar formularios para los clientes.","2024-01-03","2024-01-03","14:00","14:30","","","Group Study Room","Central Library","Selena Palacios","Selena Palacios","Adults (18+)","Technology > One-on-One Help ","Published","Free","","Yes","1","0","1","0","0","0","0","","0","https://manateelibrary.libcal.com/event/11544766"
"11552378","One-on-One Tech Help (English or Español) (Ayuda Técnica Personalizada)","

One-on-One tech assistance: androids, iPhones, tablets, laptops, e-books/audiobooks, and more. NOTE: We cannot repair devices and cannot fill out forms for patrons.

Ayuda técnica personalizada para computadoras, telefonos moviles, y mas! Nota: No podemos reparar dispositivos y no podemos completar formularios para los clientes.","2024-01-03","2024-01-03","14:00","14:30","","","Meeting Room","Island Branch Library","Jeimy Gonzalez Bolivar","","Adults (18+)","Technology > One-on-One Help ","Published","Free","","Yes","1","0","1","0","0","0","1","","0","https://manateelibrary.libcal.com/event/11552378"
"11544813","One-on-One Tech Help (English & Español) (Ayuda Tecnica Personalizada)","One-on-One tech assistance: androids, iPhones, tablets, laptops, e-books/audiobooks, and more. NOTE: We cannot repair devices and cannot fill out forms for patrons.

Ayuda tecnica personalizada para computadoras, telefonos moviles, y mas! Nota: No podemos reparar dispositivos y no podemos completar formularios para los clientes.

Aviso: session de ayuda se tomara a cabo en el Cuarto #5 en el segundo piso. 

 ","2024-01-03","2024-01-03","14:30","15:00","","","Study Room 5","Central Library","Jesus Pacheco","Jesus Pacheco","Adults (18+)","Technology > One-on-One Help ","Published","Free","","Yes","1","0","1","0","0","0","1","","1","https://manateelibrary.libcal.com/event/11544813"
"11552401","One-on-One Tech Help (English or Español) (Ayuda Técnica Personalizada)","

One-on-One tech assistance: androids, iPhones, tablets, laptops, e-books/audiobooks, and more. NOTE: We cannot repair devices and cannot fill out forms for patrons.

Ayuda técnica personalizada para computadoras, telefonos moviles, y mas! Nota: No podemos reparar dispositivos y no podemos completar formularios para los clientes.","2024-01-03","2024-01-03","14:30","15:00","","","Meeting Room","Island Branch Library","Jeimy Gonzalez Bolivar","","Adults (18+)","Technology > One-on-One Help ","Published","Free","","Yes","1","0","1","0","0","0","0","","0","https://manateelibrary.libcal.com/event/11552401"
"11653515","One-on-One Homework Help","Get one-on-one help with your homework from our youth librarian, Jenn. Please register for your timeslot and include the subject area you need help with. She can assist with writing, math, reading, science, and history.  Email Jenn at jenn.leland@mymanatee.org with any questions.","2024-01-03","2024-01-03","15:00","16:30","","","","Rocky Bluff Branch Library","Jenn L-Manatee","","Teens (13-18 years)","Education","Published","Free","","Yes","1","0","0","0","0","0","0","","0","https://manateelibrary.libcal.com/event/11653515"
"11544796","One-on-One Tech Help (English & Español) (Ayuda Tecnica Personalizada)","One-on-One tech assistant: androids, iPhones, tablets, laptops, e-books/audiobooks, and more.

NOTE: We cannot repair devices and cannot fill out forms for patrons.

Ayuda tecnica personalizada para computadoras, telefonos moviles, y mas!

Nota: No podemos reparar dispositivos y no podemos completar formularios para los clientes.

Aviso: session de ayuda se tomara a cabo en el Cuarto #5 en el segundo piso. Pregunte por Selena o Jesus.","2024-01-03","2024-01-03","15:00","15:30","","","Group Study Room","Central Library","Selena Palacios","Selena Palacios","Adults (18+), All Ages","Technology > One-on-One Help ","Published","Free","","Yes","1","0","1","0","0","0","0","","0","https://manateelibrary.libcal.com/event/11544796"
"11552426","One-on-One Tech Help (English or Español) (Ayuda Técnica Personalizada)","

One-on-One tech assistance: androids, iPhones, tablets, laptops, e-books/audiobooks, and more. NOTE: We cannot repair devices and cannot fill out forms for patrons.

Ayuda técnica personalizada para computadoras, telefonos moviles, y mas! Nota: No podemos reparar dispositivos y no podemos completar formularios para los clientes.","2024-01-03","2024-01-03","15:00","15:30","","","Meeting Room","Island Branch Library","Jeimy Gonzalez Bolivar","","Adults (18+)","Technology > One-on-One Help ","Published","Free","","Yes","1","0","1","0","0","0","1","","0","https://manateelibrary.libcal.com/event/11552426"
"11544830","One-on-One Tech Help (English & Español) (Ayuda Tecnica Personalizada)","One-on-One tech assistance: androids, iPhones, tablets, laptops, e-books/audiobooks, and more. NOTE: We cannot repair devices and cannot fill out forms for patrons.

Ayuda tecnica personalizada para computadoras, telefonos moviles, y mas! Nota: No podemos reparar dispositivos y no podemos completar formularios para los clientes.

Aviso: session de ayuda se tomara a cabo en el Cuarto #5 en el segundo piso. ","2024-01-03","2024-01-03","15:30","16:00","","","Study Room 5","Central Library","Jesus Pacheco","Jesus Pacheco","Adults (18+)","Technology > One-on-One Help ","Published","Free","","Yes","1","0","1","0","0","0","1","","1","https://manateelibrary.libcal.com/event/11544830"
"11552446","One-on-One Tech Help (English or Español) (Ayuda Técnica Personalizada)","

One-on-One tech assistance: androids, iPhones, tablets, laptops, e-books/audiobooks, and more. NOTE: We cannot repair devices and cannot fill out forms for patrons.

Ayuda técnica personalizada para computadoras, telefonos moviles, y mas! Nota: No podemos reparar dispositivos y no podemos completar formularios para los clientes.","2024-01-03","2024-01-03","15:30","16:00","","","Meeting Room","Island Branch Library","Jeimy Gonzalez Bolivar","","Adults (18+)","Technology > One-on-One Help ","Published","Free","","Yes","1","0","1","0","1","0","0","","0","https://manateelibrary.libcal.com/event/11552446"
"11530239","Teens Create! Drop-in Session","Get creative in Studio70! Try out 3D printing, jewelry making, sewing, arts & crafts, vinyl sticker making and more. All supplies are provided, just bring your creativity!","2024-01-03","2024-01-03","17:00","19:00","","","Studio 70","Braden River Branch Library","Rachel Scharbo","","Teens (13-18 years)","Crafts, Makerspace","Published","Free","","No","0","0","0","0","0","0","7","","0","https://manateelibrary.libcal.com/event/11530239"
"11544678","Books on Tap Book Club","

Books on Tap is a monthly book club that meets at 3 Keys Brewing & Eatery, 2505 Manatee Ave. E. in Bradenton. We have a very informal and relaxed setup. Come ready to talk about any book you’re reading, ask for recommendations, or just enjoy some bookish company. 

Anyone 21 and up is welcome to join us!

Enjoy good books, good beer, and good conversation!

","2024-01-03","2024-01-03","19:00","20:00","","","Offsite Location","Central Library","Chelsea B. - Manatee County Public Library","Chelsea Baker","Adults (18+)","Literacy > Book Clubs & Author Talks","Published","Free","","No","0","0","0","0","0","0","10","","0","https://manateelibrary.libcal.com/event/11544678"
"13501129","Books on Tap Book Club","

Books on Tap is a monthly book club that meets at 3 Keys Brewing & Eatery, 2505 Manatee Ave. E. in Bradenton. We have a very informal and relaxed setup. Come ready to talk about any book you’re reading, ask for recommendations, or just enjoy some bookish company. 

Anyone 21 and up is welcome to join us!

Enjoy good books, good beer, and good conversation!

","2024-01-03","2024-01-03","19:00","20:00","","","Offsite Location","Central Library","Chelsea B. - Manatee County Public Library","Chelsea Baker","Adults (18+)","Literacy > Book Clubs & Author Talks","Published","","","No","0","0","0","0","0","0","","","0","https://manateelibrary.libcal.com/event/13501129"
"11557249","Chair Yoga with Manching","A new class designed for absolutely everyone 

regardless of age or fitness level. This is a perfect class 

for anyone who’s new to yoga, living with limited mobility, or coming back from an injury. 

Waiver Forms will be available and must be completed once by each new participant before the class. ","2024-01-04","2024-01-04","08:50","09:50","","","Meeting Room","South Manatee Branch Library","David Breakfield, South Manatee Library Supervisor","Manching Tom","Adults (18+)","Health/Fitness/Wellness","Published","Friends-funded","","Yes","20","0","20","13","4","0","23","","0","https://manateelibrary.libcal.com/event/11557249"
"11510554","Public Health Information: Physical Fitness, Mental Health Thyroid Awareness Month","Once a month, The Florida Department of Health Manatee County will have a table in the library lobby with information and answers to questions about the health topic of the month.","2024-01-04","2024-01-04","10:00","12:00","","","Lobby Table","Central Library","Chelsea B. - Manatee County Public Library","Hannah Sanborn, Health Education Consultant","Adults (18+)","Health/Fitness/Wellness","Published","Free","","No","0","0","0","0","0","0","17","","0","https://manateelibrary.libcal.com/event/11510554"
"11503150","Sweat and Swagger","Join Sweat & Swagger instructor Adrienne Quarlena for a heart pumping cardio dance workout that will have you dripping with sweat and leaving with swag.  
","2024-01-04","2024-01-04","10:00","11:00","","","Auditorium","Palmetto Branch Library","Adrienne Quarlena","Adrienne Quarlena","Adults (18+)","Health/Fitness/Wellness","Published","Free","","No","0","0","0","0","0","0","11","","0","https://manateelibrary.libcal.com/event/11503150"
"11544660","French Appreciation Club","An informal weekly opportunity for community members to get together to practice the French language and also discuss the history, famous sites, and cuisine of France.","2024-01-04","2024-01-04","10:30","11:30","","","Meeting Room","Central Library","Chelsea B. - Manatee County Public Library","","Adults (18+)","Language Learning","Published","Free","","No","0","0","0","0","0","0","5","","0","https://manateelibrary.libcal.com/event/11544660"
"11557421","Game Day","Game Day is a combination of Scrabble, Mahjong and Bridge. Beginners, Intermediate and Skilled players are welcome.
 ","2024-01-04","2024-01-04","12:00","16:00","","","Meeting Room","South Manatee Branch Library","David Breakfield, South Manatee Library Supervisor","","Adults (18+)","Fun & Games","Published","Free","","No","0","0","0","0","0","0","36","","0","https://manateelibrary.libcal.com/event/11557421"
"11720950","Preschool Treetops Storytime","Rocky Bluff Library invites budding scientists to join us for an exciting session of interactive storytelling intertwined with captivating science activities and crafts. Delve into enchanting tales that spark curiosity, followed by hands-on experiments and crafty creations perfectly tailored for preschoolers. Watch their eyes light up as they explore the wonders of science through engaging stories and playful, age-appropriate activities, fostering a love for learning and discovery! ","2024-01-04","2024-01-04","12:15","13:00","","","Meeting Room","Rocky Bluff Branch Library","Jenn L-Manatee","","Preschool (3-5 years)","Literacy > Storytimes, Science/Nature/Environment","Published","Free","","No","0","0","0","0","0","0","17","","0","https://manateelibrary.libcal.com/event/11720950"
"11531026","Preschool Treetops Storytime (Ages 4-6)","Enjoy stories and a craft. For ages 3-6","2024-01-04","2024-01-04","12:30","13:15","","","Meeting Room 102","Braden River Branch Library","Chris Culp","","Preschool (3-5 years)","Literacy > Storytimes","Published","","","No","0","0","0","0","0","0","20","","0","https://manateelibrary.libcal.com/event/11531026"
"11552903","Sunshine Stitchers Knit and Crochet","Like to knit or crochet? Join us to knit or crochet for family, friends, and charity - along with a fun afternoon of sharing patterns, yarns, and conversation. Beginners are welcome! If you are a beginner, please register. Ages 12 & up.","2024-01-04","2024-01-04","13:00","16:00","","","Meeting Room","Island Branch Library","Aaron Drake","","Adults (18+), Teens (13-18 years)","Crafts","Published","Free","","Yes","20","0","2","0","0","20","10","","0","https://manateelibrary.libcal.com/event/11552903"
"11560008","One-on-One Tech Help","One-on-One tech assistance: androids, iPhones, tablets, laptops, e-books/audiobooks, and more. NOTE: We cannot repair devices and cannot fill out forms for patrons.

 ","2024-01-04","2024-01-04","14:00","14:30","","","Lobby Table","South Manatee Branch Library","Kira Thoenes - Manatee County Public Library","","Adults (18+)","Technology > One-on-One Help ","Published","Free","","Yes","1","0","1","2","0","0","1","","1","https://manateelibrary.libcal.com/event/11560008"
"11544728","One-on-One Tech Help (English)","One-on-One tech assistance: Androids, iPhones, tablets, laptops, e-books/audiobooks, and more. NOTE: We cannot repair devices and cannot fill out forms for patrons.","2024-01-04","2024-01-04","14:00","14:30","","","Study Room 4","Central Library","Bethany Stevens - Manatee County Public Library","","Adults (18+)","Technology > One-on-One Help ","Published","Free","","Yes","1","0","0","0","2","0","0","","0","https://manateelibrary.libcal.com/event/11544728"
"11560040","One-on-One Tech Help","One-on-One tech assistance: androids, iPhones, tablets, laptops, e-books/audiobooks, and more. NOTE: We cannot repair devices and cannot fill out forms for patrons.

 ","2024-01-04","2024-01-04","14:30","15:00","","","Lobby Table","South Manatee Branch Library","Kira Thoenes - Manatee County Public Library","","Adults (18+)","Technology > One-on-One Help ","Published","Free","","Yes","1","0","1","0","0","0","2","","0","https://manateelibrary.libcal.com/event/11560040"
"11518381","One-on-One Tech Help (English)","One-on-One tech assistance: Androids, iPhones, tablets, laptops, e-books/audiobooks, and more. NOTE: We cannot repair devices and cannot fill out forms for patrons.","2024-01-04","2024-01-04","14:30","15:00","","","Study Room 5","Central Library","Sylva Osbourne- Manatee County Public Library System","Sylva Osbourne","Adults (18+)","Technology > One-on-One Help ","Published","Free","","Yes","1","0","1","0","0","0","1","","0","https://manateelibrary.libcal.com/event/11518381"
"11560097","One-on-One Tech Help","One-on-One tech assistance: androids, iPhones, tablets, laptops, e-books/audiobooks, and more. NOTE: We cannot repair devices and cannot fill out forms for patrons.

 ","2024-01-04","2024-01-04","15:00","15:30","","","Lobby Table","South Manatee Branch Library","Kira Thoenes - Manatee County Public Library","","Adults (18+)","Technology > One-on-One Help ","Published","Free","","Yes","1","0","1","0","0","0","1","","0","https://manateelibrary.libcal.com/event/11560097"
"11544746","One-on-One Tech Help (English)","One-on-One tech assistance: Androids, iPhones, tablets, laptops, e-books/audiobooks, and more. NOTE: We cannot repair devices and cannot fill out forms for patrons.","2024-01-04","2024-01-04","15:00","15:30","","","Study Room 4","Central Library","Bethany Stevens - Manatee County Public Library","","Adults (18+)","Technology > One-on-One Help ","Published","Free","","Yes","1","0","1","0","1","0","1","","0","https://manateelibrary.libcal.com/event/11544746"
"11560073","One-on-One Tech Help","One-on-One tech assistance: androids, iPhones, tablets, laptops, e-books/audiobooks, and more. NOTE: We cannot repair devices and cannot fill out forms for patrons.

 ","2024-01-04","2024-01-04","15:30","16:00","","","Lobby Table","South Manatee Branch Library","Kira Thoenes - Manatee County Public Library","","Adults (18+)","Technology > One-on-One Help ","Published","Free","","Yes","1","0","0","0","1","0","0","","0","https://manateelibrary.libcal.com/event/11560073"
"11518411","One-on-One Tech Help (English)","One-on-One tech assistance: Androids, iPhones, tablets, laptops, e-books/audiobooks, and more. NOTE: We cannot repair devices and cannot fill out forms for patron.","2024-01-04","2024-01-04","15:30","16:00","","","Study Room 5","Central Library","Sylva Osbourne- Manatee County Public Library System","Sylva Osbourne","Adults (18+)","Technology > One-on-One Help ","Published","Free","","Yes","1","0","1","0","0","0","1","","0","https://manateelibrary.libcal.com/event/11518411"
"11588884","Sweat and Swagger @ RKB","Join Sweat and Swagger instructor Adrienne Quarlena for a special class hosted at the Rocky Bluff Branch library! Be ready for a heart-pumping cardio dance workout that will have you dripping with sweat and leaving with swag.","2024-01-04","2024-01-04","17:00","17:45","","","Meeting Room","Rocky Bluff Branch Library","Jessica Franklin- Manatee County Public Library System","","Adults (18+)","Health/Fitness/Wellness","Published","Free","","Yes","12","0","2","0","2","0","2","","0","https://manateelibrary.libcal.com/event/11588884"
"11561466","Live Poet's Society","Join us to celebrate, read, and share poetry from past and present.","2024-01-04","2024-01-04","17:30","19:00","","","Meeting Room","South Manatee Branch Library","David Breakfield, South Manatee Library Supervisor","","Adults (18+)","Literacy > Book Clubs & Author Talks","Published","Free","","No","0","0","0","0","0","0","10","","0","https://manateelibrary.libcal.com/event/11561466"
"11504842","Baby Storytime","We sing, play, dance, rhyme and read all while promoting your baby’s development and literacy skills. No registration required.","2024-01-05","2024-01-05","10:00","11:00","","","Children's Room","Palmetto Branch Library","Keelia M - Manatee County Public Library System","","Babies (0-18 months)","Literacy > Storytimes","Published","Free","","No","0","0","0","0","0","0","10","","0","https://manateelibrary.libcal.com/event/11504842"
"11394556","Line Dancing--Beginners","Join instructor Jean Markley for a fun-filled hour of beginning line dancing! The practice of line dancing is great for your overall health and well-being.


	Learn to dance
	Improve balance
	Boost memory
	Get your heart pumping
	Get social
","2024-01-05","2024-01-05","10:00","10:50","","","Auditorium","Central Library","Jyna Johnson","Jyna Johnson","Adults (18+)","Art Instruction > Dance, Health/Fitness/Wellness","Published","","","Yes","15","0","15","11","2","0","24","","0","https://manateelibrary.libcal.com/event/11394556"
"11544639","One-on-One Tech Help","Basic one-on-one technology help with a library staff member. 30-minute session to assist with androids, iPhones, tablets, laptops, and library e-book and audiobook resources.

NOTE: We cannot repair devices and cannot fill out forms for patrons.","2024-01-05","2024-01-05","10:00","10:30","","","","Rocky Bluff Branch Library","Kaitlynn Bosley","","All Ages","Technology > One-on-One Help ","Published","Free","","Yes","1","0","1","0","0","0","1","","0","https://manateelibrary.libcal.com/event/11544639"
"11561451","Sip n' Chat Book Club","Join Lin for this monthly book club at South Manatee Library! Each month we’ll be discuss a new book.","2024-01-05","2024-01-05","10:00","12:00","","","Meeting Room","South Manatee Branch Library","Lin Carlson","","Adults (18+)","Literacy > Book Clubs & Author Talks","Published","Free","","No","0","0","0","0","0","0","24","","0","https://manateelibrary.libcal.com/event/11561451"
"11503066","Mahjong Club","Beginners and experienced players welcome! Game sets are not provided by the library.","2024-01-05","2024-01-05","10:30","12:30","","","Conference Room","Palmetto Branch Library","Chelsea B. - Manatee County Public Library","","Adults (18+)","Fun & Games","Published","Free","","No","0","0","0","0","0","0","13","","0","https://manateelibrary.libcal.com/event/11503066"
"11544656","One-on-One Tech Help","Basic one-on-one technology help with a library staff member. 30-minute session to assist with androids, iPhones, tablets, laptops, and library e-book and audiobook resources.

NOTE: We cannot repair devices and cannot fill out forms for patrons.","2024-01-05","2024-01-05","10:30","11:00","","","","Rocky Bluff Branch Library","Kaitlynn Bosley","","All Ages","Technology > One-on-One Help ","Published","Free","","Yes","1","0","1","0","0","0","3","","0","https://manateelibrary.libcal.com/event/11544656"
"11394579","Line Dancing--Advanced","Join instructor Jean Markley for a fun-filled hour of line dancing! If you've been line dancing for a while, this class is for YOU! The practice of line dancing is great for your overall health and well-being.


	Learn new dance moves
	Improve balance
	Boost memory
	Get your heart pumping
	Get social
","2024-01-05","2024-01-05","11:00","11:50","","","Auditorium","Central Library","Jyna Johnson","Jean Marcley","Adults (18+)","Art Instruction > Dance, Health/Fitness/Wellness","Published","","","Yes","15","0","15","1","0","0","17","","0","https://manateelibrary.libcal.com/event/11394579"
